Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,TotPop,MalePop,FemalePop,AvgHHSize,MedianHHIncome
36081017900,14000US36081017900,"Census Tract 179, Queens County, New York","Census Tract 179, Queens County, New York",ny,140,0,ACSSF,6662,36,81,17900,967,545,422,2.34,43750
36081018000,14000US36081018000,"Census Tract 180, Queens County, New York","Census Tract 180, Queens County, New York",ny,140,0,ACSSF,6663,36,81,18000,1457,687,770,4.29,66739
36081018101,14000US36081018101,"Census Tract 181.01, Queens County, New York","Census Tract 181.01, Queens County, New York",ny,140,0,ACSSF,6664,36,81,18101,3581,1764,1817,2.12,53443
36081018102,14000US36081018102,"Census Tract 181.02, Queens County, New York","Census Tract 181.02, Queens County, New York",ny,140,0,ACSSF,6665,36,81,18102,3539,1724,1815,1.84,62733
36081018200,14000US36081018200,"Census Tract 182, Queens County, New York","Census Tract 182, Queens County, New York",ny,140,0,ACSSF,6666,36,81,18200,2538,1200,1338,3.57,54330
36081018300,14000US36081018300,"Census Tract 183, Queens County, New York","Census Tract 183, Queens County, New York",ny,140,0,ACSSF,6667,36,81,18300,6461,3309,3152,2.48,70992
36081018401,14000US36081018401,"Census Tract 184.01, Queens County, New York","Census Tract 184.01, Queens County, New York",ny,140,0,ACSSF,6668,36,81,18401,2118,908,1210,3.23,63667
36081018402,14000US36081018402,"Census Tract 184.02, Queens County, New York","Census Tract 184.02, Queens County, New York",ny,140,0,ACSSF,6669,36,81,18402,2448,1237,1211,3.42,65458
36081018501,14000US36081018501,"Census Tract 185.01, Queens County, New York","Census Tract 185.01, Queens County, New York",ny,140,0,ACSSF,6670,36,81,18501,3333,1690,1643,2.15,70066
36081018502,14000US36081018502,"Census Tract 185.02, Queens County, New York","Census Tract 185.02, Queens County, New York",ny,140,0,ACSSF,6671,36,81,18502,3610,1852,1758,2.42,73917
36081018600,14000US36081018600,"Census Tract 186, Queens County, New York","Census Tract 186, Queens County, New York",ny,140,0,ACSSF,6672,36,81,18600,2098,1003,1095,4.11,73264
36081018700,14000US36081018700,"Census Tract 187, Queens County, New York","Census Tract 187, Queens County, New York",ny,140,0,ACSSF,6673,36,81,18700,2923,1551,1372,2.78,73500
36081018800,14000US36081018800,"Census Tract 188, Queens County, New York","Census Tract 188, Queens County, New York",ny,140,0,ACSSF,6674,36,81,18800,1399,743,656,3.59,78194
36081018900,14000US36081018900,"Census Tract 189, Queens County, New York","Census Tract 189, Queens County, New York",ny,140,0,ACSSF,6675,36,81,18900,3644,1892,1752,2.8,67618
